text,label_id
"Bát đĩa rửa không sạch còn dính dầu mỡ, tôi thấy lợm giọng, phải chạy vội ra ngoài", 5
"Nhìn đống rác đang phân hủy, tôi cảm thấy buồn nôn, phải chạy vội ra ngoài", 5
"chúng tôi sởn cả gai ốc khi món ăn có lẫn cả ruồi nhặng, ám ảnh đến già", 5
"Nhìn đống rác đang phân hủy, cô ấy rùng mình vì dơ bẩn", 5
"Ngửi thấy mùi cống rãnh bốc lên, cô ấy thấy lợm giọng, quá dơ bẩn", 5
"Nhìn thấy thức ăn ôi thiu nổi mốc, người ta thấy lợm giọng", 5
"người ta thật sự kinh tởm khi thấy chuột chạy qua quầy thức ăn, thật gớm ghiếc", 5
"Nhiều người cảm thấy buồn nôn với mùi hôi thối này", 5
"Thấy người ta khạc nhổ bừa bãi, người ta sởn cả gai ốc", 5
"Cô ấy không thể chịu nổi những thứ nhầy nhụa", 5
"Anh ta cảm thấy buồn nôn với mùi hôi thối này", 5
"tôi chỉ muốn nôn thốc nôn tháo khi nhìn đống rác đang phân hủy, thật gớm ghiếc", 5
"Đi ngang qua khu tập kết rác, thực khách sởn cả gai ốc, nhìn thôi đã thấy ớn", 5
"Bát đĩa rửa không sạch còn dính dầu mỡ, thực khách thấy lợm giọng muốn oẹ, thật gớm ghiếc", 5
"Bất cứ ai cũng rất ghê tởm rác thải bừa bãi", 5
"Chứng kiến cảnh giết mổ mất vệ sinh, chúng tôi mắc ói quá, nghĩ lại vẫn thấy rợn người", 5
"Thấy chuột chạy qua quầy thức ăn, anh ta ghê tởm không chịu được", 5
"Nhìn đống rác đang phân hủy, anh ta thấy lợm giọng muốn oẹ, quá dơ bẩn", 5
"Chứng kiến cảnh giết mổ mất vệ sinh, chúng tôi thấy lợm giọng, quá dơ bẩn", 5
"Nhiều người cực kỳ gớm ghiếc trước những hành động mất vệ sinh", 5
"Dẫm phải bãi phân chó ngoài đường, chúng tôi thấy lợm giọng muốn oẹ, tởm lợm vô cùng", 5
"cả nhà cảm thấy buồn nôn khi chứng kiến cảnh giết mổ mất vệ sinh, quá dơ bẩn", 5
"Cô ấy không thể chịu nổi những hành động mất vệ sinh", 5
"Nhiều người rất ghê tởm cảnh tượng dơ bẩn kia", 5
"Đi ngang qua khu tập kết rác, bạn tôi ớn đến tận cổ, ám ảnh đến già", 5
"Tôi thấy lợm giọng vì những hành động mất vệ sinh", 5
"Mở tủ lạnh ra toàn mùi đồ hỏng, tôi thấy lợm giọng muốn oẹ", 5
"Thấy người ta khạc nhổ bừa bãi, chúng tôi thấy lợm giọng muốn oẹ", 5
"em ghê tởm không chịu được khi thấy con gián bò trong bát phở, phải chạy vội ra ngoài", 5
"Thấy con gián bò trong bát phở, em mắc ói quá, nghĩ lại vẫn thấy rợn người", 5
"cô ấy thấy lợm giọng khi ngửi thấy mùi cống rãnh bốc lên, tởm lợm vô cùng", 5
"bạn tôi thấy lợm giọng muốn oẹ khi mở tủ lạnh ra toàn mùi đồ hỏng, không bao giờ quay lại chỗ đó", 5
"Thấy chuột chạy qua quầy thức ăn, anh ta sởn cả gai ốc", 5
"Đi ngang qua khu tập kết rác, anh ta cảm thấy buồn nôn", 5
"Tôi thấy lợm giọng vì cảnh tượng dơ bẩn kia", 5
"Dẫm phải bãi phân chó ngoài đường, em thật sự kinh tởm, quá dơ bẩn", 5
"Mở tủ lạnh ra toàn mùi đồ hỏng, bạn tôi không thể chịu nổi mùi này", 5
"Nhiều người rất ghê tởm sự ở dơ đó", 5
"Đi ngang qua khu tập kết rác, người ta sởn cả gai ốc", 5
"Thấy chuột chạy qua quầy thức ăn, cô ấy mắc ói quá", 5
"Dẫm phải bãi phân chó ngoài đường, cả nhà chỉ muốn nôn thốc nôn tháo, nhìn thôi đã thấy ớn", 5
"Bọn mình không thể chịu nổi những thứ nhầy nhụa", 5
"Thấy chuột chạy qua quầy thức ăn, ai nhìn thấy cũng rùng mình vì dơ bẩn, tởm lợm vô cùng", 5
"Tôi thấy lợm giọng vì thức ăn thừa thiu thối", 5
"Thấy con gián bò trong bát phở, tôi cảm thấy buồn nôn, phải chạy vội ra ngoài", 5
"Chứng kiến cảnh giết mổ mất vệ sinh, thực khách thấy lợm giọng muốn oẹ, không bao giờ quay lại chỗ đó", 5
"tôi rùng mình vì dơ bẩn khi mở tủ lạnh ra toàn mùi đồ hỏng, nghĩ lại vẫn thấy rợn người", 5
"người ta ghê tởm không chịu được khi nhìn đống rác đang phân hủy, quá dơ bẩn", 5
"Bọn mình cực kỳ gớm ghiếc trước cảnh tượng dơ bẩn kia", 5
"Người dùng rất ghê tởm những hành động mất vệ sinh", 5
"Dẫm phải bãi phân chó ngoài đường, bạn tôi thật sự kinh tởm", 5
"Chứng kiến cảnh giết mổ mất vệ sinh, người ta rùng mình vì dơ bẩn", 5
"Nhiều người cảm thấy buồn nôn với những hành động mất vệ sinh", 5
"Bất cứ ai cũng kinh tởm vết bẩn trên tường", 5
"Thấy con gián bò trong bát phở, cả nhà rùng mình vì dơ bẩn", 5
"chúng tôi thấy lợm giọng muốn oẹ khi thấy con gián bò trong bát phở, nghĩ lại vẫn thấy rợn người", 5
"người ta sởn cả gai ốc khi mở tủ lạnh ra toàn mùi đồ hỏng, quá dơ bẩn", 5
"Nhiều người thấy lợm giọng vì những thứ nhầy nhụa", 5
"Cô ấy rất ghê tởm sự ở dơ đó", 5
"Cô ấy rất ghê tởm vết bẩn trên tường", 5
"Ngửi thấy mùi cống rãnh bốc lên, em chỉ muốn nôn thốc nôn tháo", 5
"Người dùng kinh tởm cảnh tượng dơ bẩn kia", 5
"Anh ta cảm thấy buồn nôn với thức ăn thừa thiu thối", 5
"Bát đĩa rửa không sạch còn dính dầu mỡ, thực khách mắc ói quá", 5
"Nhiều người thấy lợm giọng vì mùi hôi thối này", 5
"Ngửi thấy mùi cống rãnh bốc lên, cả nhà sởn cả gai ốc, không bao giờ quay lại chỗ đó", 5
"Món ăn có lẫn cả ruồi nhặng, ai nhìn thấy cũng cảm thấy buồn nôn, phải chạy vội ra ngoài", 5
"Dẫm phải bãi phân chó ngoài đường, người ta không thể chịu nổi mùi này, nghĩ lại vẫn thấy rợn người", 5
"Bọn mình thấy lợm giọng vì rác thải bừa bãi", 5
"thực khách rùng mình vì dơ bẩn khi thấy chuột chạy qua quầy thức ăn, thật gớm ghiếc", 5
"Người dùng cực kỳ gớm ghiếc trước rác thải bừa bãi", 5
"anh ta ghê tởm không chịu được khi dẫm phải bãi phân chó ngoài đường, không nuốt nổi miếng cơm nào nữa", 5
"Nhiều người không thể chịu nổi rác thải bừa bãi", 5
"Nhìn đống rác đang phân hủy, chúng tôi thấy lợm giọng muốn oẹ, nghĩ lại vẫn thấy rợn người", 5
"tôi thấy lợm giọng khi nhìn thấy thức ăn ôi thiu nổi mốc, ám ảnh đến già", 5
"Tôi kinh tởm thức ăn thừa thiu thối", 5
"Dẫm phải bãi phân chó ngoài đường, chúng tôi ghê rợn cả người", 5
"Ngửi thấy mùi cống rãnh bốc lên, tôi thật sự kinh tởm, không bao giờ quay lại chỗ đó", 5
"cả nhà không thể chịu nổi mùi này khi dẫm phải bãi phân chó ngoài đường, phải chạy vội ra ngoài", 5
"anh ta thấy lợm giọng muốn oẹ khi dẫm phải bãi phân chó ngoài đường, tởm lợm vô cùng", 5
"Thấy người ta khạc nhổ bừa bãi, người ta mắc ói quá, quá dơ bẩn", 5
"Cô ấy cực kỳ gớm ghiếc trước những hành động mất vệ sinh", 5
"Thấy người ta khạc nhổ bừa bãi, chúng tôi mắc ói quá", 5
